linear-algebra/solvers/ludcmp/ludcmp-blocking-8.c,linear-algebra/solvers/ludcmp/ludcmp-blocking-16.c,linear-algebra/solvers/ludcmp/ludcmp-blocking-32.c,linear-algebra/solvers/ludcmp/ludcmp-blocking-28.c,linear-algebra/solvers/ludcmp/ludcmp-blocking-24.c,linear-algebra/solvers/ludcmp/ludcmp-blocking-20.c,linear-algebra/solvers/ludcmp/ludcmp-blocking-12.c,linear-algebra/solvers/ludcmp/ludcmp-blocking-4.c,dataset_sizes
14.726038500000001,37.877001,75.03578200000001,67.96229650000001,59.8509775,51.1105905,27.4808265,15.518136,4096
